title,company,location,experience,salary,skills,date_posted,company_rating,company_reviews,role_searched,scraped_date,job_url
Data Scientist,Cardinal Health,Hybrid - Bengaluru,6-9 Yrs,Not Disclosed,"Data Science, Natural Language Processing, Machine Learning, Deep Learning, Python, Science, Data, Processing",Just now,4.3,336  Reviews,Data Scientist,2026-07-10,https://www.naukri.com/job-listings-data-scientist-cardinal-health-bengaluru-6-to-9-years-100726013891
Data Scientist,Altimetrik,Hybrid - Chennai(Taramani),4-9 Yrs,Not Disclosed,"Python, Data Science, Tensorflow, ML Algorithms, Ai Algorithms, Artificial Intelligence, Natural Language Processing, Aiml",1 day ago,3.4,1478  Reviews,Data Scientist,2026-07-10,https://www.naukri.com/job-listings-data-scientist-altimetrik-chennai-4-to-9-years-010626014047
Data Scientist,TEKsystems,Remote,5-10 Yrs,15-27.5 Lacs PA,"agentic AI, Python, Large Language Model, Natural Language Processing, Al, llm, Machine Learning, ML",Just now,N/A,N/A,Data Scientist,2026-07-10,https://www.naukri.com/job-listings-data-scientist-allegis-group-hyderabad-5-to-10-years-100726013112
Data Science Specialist (Data Engineer Cum Data Scientist),Prudent Globaltech Solutions,Hybrid - Hyderabad(HITEC City),7-10 Yrs,Not Disclosed,"Pyspark, Data Engineering, Data Pipeline Architecture, Machine Learning Algorithms, Python, Matplotlib, Langchain, Python Flask",1 day ago,4.1,5  Reviews,Data Scientist,2026-07-10,https://www.naukri.com/job-listings-data-science-specialist-data-engineer-data-scientist-prudent-globaltech-solutions-hyderabad-7-to-10-years-090726029470
Data Scientist,Altimetrik,Chennai,4-9 Yrs,Not Disclosed,"GCP, Aiml, Python, Vertex Ai, ML, SQL, Artificial Intelligence, Data",2 days ago,3.4,1478  Reviews,Data Scientist,2026-07-10,https://www.naukri.com/job-listings-data-scientist-altimetrik-chennai-4-to-9-years-180626006347
Data Scientist,KAS Services,Hybrid - Bengaluru,2-4 Yrs,Not Disclosed,"Machine Learning, Statistical Techniques, SQL, agentic, Python, Logistic Regression, Artificial Intelligence, Agile Methodology",1 day ago,4.5,130  Reviews,Data Scientist,2026-07-10,https://www.naukri.com/job-listings-data-scientist-kas-services-bengaluru-2-to-4-years-080726036858
Data Scientist - Gurobi,TeamLease,"Hybrid - Gurugram, Bengaluru",3-8 Yrs,Not Disclosed,"Data Science, gurobi, Operations Research, aws, Optimization, Python, azure, Microsoft Azure",1 day ago,N/A,N/A,Data Scientist,2026-07-10,https://www.naukri.com/job-listings-data-scientist-gurobi-teamlease-gurugram-bengaluru-3-to-8-years-090726031863
"Data Scientist (CMLSTAT, Demand Planning)",Algoleap Technologies,Bengaluru,5-10 Yrs,Not Disclosed,"Artificial Intelligence, Hadoop, Programming, Data Mining, Data, ETL Tool, Statistics, Analytics",1 day ago,4.1,142  Reviews,Data Scientist,2026-07-10,https://www.naukri.com/job-listings-data-scientist-cmlstat-demand-planning-algoleap-technologies-bengaluru-5-to-10-years-090726031470
Data Scientist,Cloudxtreme,"Hybrid - Hyderabad, Pune, Bengaluru",7-12 Yrs,Not Disclosed,"Data Science, Python, generative ai, Langgraph, Langchain, Artificial Intelligence, Data, Science",1 day ago,4.2,4  Reviews,Data Scientist,2026-07-10,https://www.naukri.com/job-listings-data-scientist-cloudxtreme-hyderabad-pune-bengaluru-7-to-12-years-080726022891
Python with data scientist + Gen AI/ LangChain Langgraph,Cloudxtreme,"Hyderabad, Chennai, Bengaluru",7-12 Yrs,14-20 Lacs PA,"Gen AI, AI/ML, data scientist, Databricks, Python, Langgraph, copilots, LangChain",1 day ago,4.2,4  Reviews,Data Scientist,2026-07-10,https://www.naukri.com/job-listings-python-with-data-scientist-gen-ai-langchain-langgraph-cloudxtreme-hyderabad-chennai-bengaluru-7-to-12-years-080726023701
Data Scientist,Ascendion Engineering,"Hybrid - Hyderabad, Pune, Bengaluru",3-8 Yrs,Not Disclosed,"Data Science, Vertex, GCP Bigquery, Python, Healthcare, Science, GCP, Bigquery",1 day ago,N/A,N/A,Data Scientist,2026-07-10,https://www.naukri.com/job-listings-data-scientist-ascendion-engineering-hyderabad-pune-bengaluru-3-to-8-years-250526010465
Data Scientist,Ascendion Engineering,"Hybrid - Hyderabad, Chennai, Bengaluru",3-8 Yrs,Not Disclosed,"Data Science, GCP, Advanced Analytics, Python, Analytics, Science, Data",1 day ago,N/A,N/A,Data Scientist,2026-07-10,https://www.naukri.com/job-listings-data-scientist-ascendion-engineering-hyderabad-chennai-bengaluru-3-to-8-years-230426015114
Data Scientist,Xoriant,"Mumbai, Pune",7-18 Yrs,Not Disclosed,"Data Science, Machine Learning, Optimization, Model Development, Development, Data, Machine, Science",1 day ago,4.0,2357  Reviews,Data Scientist,2026-07-10,https://www.naukri.com/job-listings-data-scientist-xoriant-mumbai-pune-7-to-18-years-090726030776
Data Scientist,Kaar Technologies,"Remote, Chennai, Bengaluru",5-8 Yrs,Not Disclosed,"Power BI, Artificial Intelligence, Azure Databricks, Data Visualization, Machine Learning, Python, SQL, Master Data Management",1 day ago,4.3,706  Reviews,Data Scientist,2026-07-10,https://www.naukri.com/job-listings-data-scientist-kaar-technologies-remote-chennai-bengaluru-5-to-8-years-090726024274
Data Scientist I,Navi Technologies,Bengaluru,0-2 Yrs,25-40 Lacs PA,"personalization, data science, reccomendations, Machine Learning, Science, Machine, Data",4 days ago,3.1,389  Reviews,Data Scientist,2026-07-10,https://www.naukri.com/job-listings-data-scientist-i-navi-technologies-bengaluru-0-to-2-years-060726003807
Data Scientist,Simreka,Hybrid - Bengaluru(JP Nagar),3-8 Yrs,7-15 Lacs PA,"Data Science, Pandas, Machine Learning, Scikit-Learn, Python, Pytorch, generative ai, Artificial Intelligence",2 days ago,4.3,19  Reviews,Data Scientist,2026-07-10,https://www.naukri.com/job-listings-data-scientist-simreka-bengaluru-3-to-8-years-070726019960
Data Scientist (Computer Vision),Leading Client,Kochi,4-9 Yrs,Not Disclosed,"data scientist, image processing, algorithms, python, c, data pipelines, mathematics, machine learning",1 day ago,N/A,N/A,Data Scientist,2026-07-10,https://www.naukri.com/job-listings-data-scientist-computer-vision-wenger-watson-business-systems-private-limited-kochi-4-to-9-years-080726922691
Data Scientist (Computer Vision),Leading Client,Hyderabad,4-9 Yrs,Not Disclosed,"data scientist, image processing, algorithms, python, c, data pipelines, mathematics, machine learning",1 day ago,N/A,N/A,Data Scientist,2026-07-10,https://www.naukri.com/job-listings-data-scientist-computer-vision-wenger-watson-business-systems-private-limited-hyderabad-4-to-9-years-080726922675
Data Scientist (Computer Vision),Leading Client,Lucknow,4-9 Yrs,Not Disclosed,"data scientist, image processing, algorithms, python, c, data pipelines, mathematics, machine learning",1 day ago,N/A,N/A,Data Scientist,2026-07-10,https://www.naukri.com/job-listings-data-scientist-computer-vision-wenger-watson-business-systems-private-limited-lucknow-4-to-9-years-080726922692
Data Scientist (Computer Vision),Leading Client,Jaipur,4-9 Yrs,Not Disclosed,"data scientist, image processing, algorithms, python, c, data pipelines, mathematics, machine learning",1 day ago,N/A,N/A,Data Scientist,2026-07-10,https://www.naukri.com/job-listings-data-scientist-computer-vision-wenger-watson-business-systems-private-limited-jaipur-4-to-9-years-080726922687
Data Scientist (Computer Vision),Leading Client,Surat,4-9 Yrs,Not Disclosed,"data scientist, image processing, algorithms, python, c, data pipelines, mathematics, machine learning",1 day ago,N/A,N/A,Data Scientist,2026-07-10,https://www.naukri.com/job-listings-data-scientist-computer-vision-wenger-watson-business-systems-private-limited-surat-4-to-9-years-080726922689
Data Scientist (Computer Vision),Leading Client,Pune,4-9 Yrs,Not Disclosed,"data scientist, image processing, algorithms, python, c, data pipelines, mathematics, machine learning",1 day ago,N/A,N/A,Data Scientist,2026-07-10,https://www.naukri.com/job-listings-data-scientist-computer-vision-wenger-watson-business-systems-private-limited-pune-4-to-9-years-080726922678
Data Scientist (Computer Vision),Leading Client,Coimbatore,4-9 Yrs,Not Disclosed,"data scientist, image processing, algorithms, python, c, data pipelines, mathematics, machine learning",1 day ago,N/A,N/A,Data Scientist,2026-07-10,https://www.naukri.com/job-listings-data-scientist-computer-vision-wenger-watson-business-systems-private-limited-coimbatore-4-to-9-years-080726922690
Data Scientist (Computer Vision),Leading Client,Nagpur,4-9 Yrs,Not Disclosed,"data scientist, image processing, algorithms, python, c, data pipelines, mathematics, machine learning",1 day ago,N/A,N/A,Data Scientist,2026-07-10,https://www.naukri.com/job-listings-data-scientist-computer-vision-wenger-watson-business-systems-private-limited-nagpur-4-to-9-years-080726922694
Data Scientist (Computer Vision),Leading Client,Kolkata,4-9 Yrs,Not Disclosed,"data scientist, image processing, algorithms, python, c, data pipelines, mathematics, machine learning",1 day ago,N/A,N/A,Data Scientist,2026-07-10,https://www.naukri.com/job-listings-data-scientist-computer-vision-wenger-watson-business-systems-private-limited-kolkata-4-to-9-years-080726922680
Data Scientist (Computer Vision),Leading Client,Chandigarh,4-9 Yrs,Not Disclosed,"data scientist, image processing, algorithms, python, c, data pipelines, mathematics, machine learning",1 day ago,N/A,N/A,Data Scientist,2026-07-10,https://www.naukri.com/job-listings-data-scientist-computer-vision-wenger-watson-business-systems-private-limited-chandigarh-4-to-9-years-080726922686
Data Scientist (Computer Vision),Leading Client,Ahmedabad,4-9 Yrs,Not Disclosed,"data scientist, image processing, algorithms, python, c, data pipelines, mathematics, machine learning",1 day ago,N/A,N/A,Data Scientist,2026-07-10,https://www.naukri.com/job-listings-data-scientist-computer-vision-wenger-watson-business-systems-private-limited-ahmedabad-4-to-9-years-080726922683
Data Scientist (Computer Vision),Leading Client,Chennai,4-9 Yrs,Not Disclosed,"data scientist, image processing, algorithms, python, c, data pipelines, mathematics, machine learning",1 day ago,N/A,N/A,Data Scientist,2026-07-10,https://www.naukri.com/job-listings-data-scientist-computer-vision-wenger-watson-business-systems-private-limited-chennai-4-to-9-years-080726922679
Data Scientist,Leading Client,Coimbatore,6-11 Yrs,Not Disclosed,"data scientist, algorithms, python, power bi, visualization tools, communication and interpersonal skills, machine learning, programming languages",1 day ago,N/A,N/A,Data Scientist,2026-07-10,https://www.naukri.com/job-listings-data-scientist-wenger-watson-business-systems-private-limited-coimbatore-6-to-11-years-080726921376
Data Scientist,Leading Client,Nagpur,6-11 Yrs,Not Disclosed,"data scientist, algorithms, python, power bi, visualization tools, communication and interpersonal skills, machine learning, programming languages",1 day ago,N/A,N/A,Data Scientist,2026-07-10,https://www.naukri.com/job-listings-data-scientist-wenger-watson-business-systems-private-limited-nagpur-6-to-11-years-080726921380
Data Scientist,Leading Client,Kochi,6-11 Yrs,Not Disclosed,"data scientist, algorithms, python, power bi, visualization tools, communication and interpersonal skills, machine learning, programming languages",1 day ago,N/A,N/A,Data Scientist,2026-07-10,https://www.naukri.com/job-listings-data-scientist-wenger-watson-business-systems-private-limited-kochi-6-to-11-years-080726921377
Data Scientist,Leading Client,Lucknow,6-11 Yrs,Not Disclosed,"data scientist, algorithms, python, power bi, visualization tools, communication and interpersonal skills, machine learning, programming languages",1 day ago,N/A,N/A,Data Scientist,2026-07-10,https://www.naukri.com/job-listings-data-scientist-wenger-watson-business-systems-private-limited-lucknow-6-to-11-years-080726921378
Data Scientist,Payroll is Randomtrees(product based company),Hybrid - Bengaluru,5-8 Yrs,6-16 Lacs PA,"Data Science, Pandas, Feature Engineering, Model Selection, Scikit-learn, Machine Learning, NumPy, Model Evaluation",1 day ago,3.8,70  Reviews,Data Scientist,2026-07-10,https://www.naukri.com/job-listings-data-scientist-payroll-is-randomtrees-product-based-company-bengaluru-5-to-8-years-080726030161
Data Scientist,Epam Systems,"Hybrid - Hyderabad, Bengaluru",5-10 Yrs,19-34 Lacs PA,"Agentic Ai, GEN AI, RAG, Python, LLM, Machine Learning, Artificial Intelligence, Data",Few hours ago,3.7,2121  Reviews,Data Scientist,2026-07-10,https://www.naukri.com/job-listings-data-scientist-epam-systems-hyderabad-bengaluru-5-to-10-years-100726009427
Data Scientist,Leading Client,Jaipur,6-11 Yrs,Not Disclosed,"data scientist, algorithms, python, power bi, visualization tools, communication and interpersonal skills, machine learning, programming languages",1 day ago,N/A,N/A,Data Scientist,2026-07-10,https://www.naukri.com/job-listings-data-scientist-wenger-watson-business-systems-private-limited-jaipur-6-to-11-years-080726921374
Data Scientist,Leading Client,Pune,6-11 Yrs,Not Disclosed,"data scientist, algorithms, python, power bi, visualization tools, communication and interpersonal skills, machine learning, programming languages",1 day ago,N/A,N/A,Data Scientist,2026-07-10,https://www.naukri.com/job-listings-data-scientist-wenger-watson-business-systems-private-limited-pune-6-to-11-years-080726921366
Data Scientist,Leading Client,Hyderabad,6-11 Yrs,Not Disclosed,"data scientist, algorithms, python, power bi, visualization tools, communication and interpersonal skills, machine learning, programming languages",1 day ago,N/A,N/A,Data Scientist,2026-07-10,https://www.naukri.com/job-listings-data-scientist-wenger-watson-business-systems-private-limited-hyderabad-6-to-11-years-080726921365
Data Scientist,Leading Client,Surat,6-11 Yrs,Not Disclosed,"data scientist, algorithms, python, power bi, visualization tools, communication and interpersonal skills, machine learning, programming languages",1 day ago,N/A,N/A,Data Scientist,2026-07-10,https://www.naukri.com/job-listings-data-scientist-wenger-watson-business-systems-private-limited-surat-6-to-11-years-080726921375
Data Scientist,Leading Client,Chandigarh,6-11 Yrs,Not Disclosed,"data scientist, algorithms, python, power bi, visualization tools, communication and interpersonal skills, machine learning, programming languages",1 day ago,N/A,N/A,Data Scientist,2026-07-10,https://www.naukri.com/job-listings-data-scientist-wenger-watson-business-systems-private-limited-chandigarh-6-to-11-years-080726921373
Data Scientist,Leading Client,Ahmedabad,6-11 Yrs,Not Disclosed,"data scientist, algorithms, python, power bi, visualization tools, communication and interpersonal skills, machine learning, programming languages",1 day ago,N/A,N/A,Data Scientist,2026-07-10,https://www.naukri.com/job-listings-data-scientist-wenger-watson-business-systems-private-limited-ahmedabad-6-to-11-years-080726921370
Data Scientist,Leading Client,Chennai,6-11 Yrs,Not Disclosed,"data scientist, algorithms, python, power bi, visualization tools, communication and interpersonal skills, machine learning, programming languages",1 day ago,N/A,N/A,Data Scientist,2026-07-10,https://www.naukri.com/job-listings-data-scientist-wenger-watson-business-systems-private-limited-chennai-6-to-11-years-080726921368
Data Scientist,Leading Client,Pune,6-11 Yrs,Not Disclosed,"data scientist, emerging technologies, algorithms, python, data pipelines, software design, power bi, visualization tools",2 days ago,N/A,N/A,Data Scientist,2026-07-10,https://www.naukri.com/job-listings-data-scientist-wenger-watson-business-systems-private-limited-pune-6-to-11-years-080726921045
Data Scientist,Leading Client,Hyderabad,6-11 Yrs,Not Disclosed,"data scientist, emerging technologies, algorithms, python, data pipelines, software design, power bi, visualization tools",2 days ago,N/A,N/A,Data Scientist,2026-07-10,https://www.naukri.com/job-listings-data-scientist-wenger-watson-business-systems-private-limited-hyderabad-6-to-11-years-080726921044
Data Scientist,Leading Client,Nagpur,6-11 Yrs,Not Disclosed,"data scientist, emerging technologies, algorithms, python, data pipelines, software design, power bi, visualization tools",2 days ago,N/A,N/A,Data Scientist,2026-07-10,https://www.naukri.com/job-listings-data-scientist-wenger-watson-business-systems-private-limited-nagpur-6-to-11-years-080726921068
Data Scientist,Leading Client,Kochi,6-11 Yrs,Not Disclosed,"data scientist, emerging technologies, algorithms, python, data pipelines, software design, power bi, visualization tools",2 days ago,N/A,N/A,Data Scientist,2026-07-10,https://www.naukri.com/job-listings-data-scientist-wenger-watson-business-systems-private-limited-kochi-6-to-11-years-080726921055
Data Scientist,Leading Client,Coimbatore,6-11 Yrs,Not Disclosed,"data scientist, emerging technologies, algorithms, python, data pipelines, software design, power bi, visualization tools",2 days ago,N/A,N/A,Data Scientist,2026-07-10,https://www.naukri.com/job-listings-data-scientist-wenger-watson-business-systems-private-limited-coimbatore-6-to-11-years-080726921054
Data Scientist,Leading Client,Surat,6-11 Yrs,Not Disclosed,"data scientist, emerging technologies, algorithms, python, data pipelines, software design, power bi, visualization tools",2 days ago,N/A,N/A,Data Scientist,2026-07-10,https://www.naukri.com/job-listings-data-scientist-wenger-watson-business-systems-private-limited-surat-6-to-11-years-080726921053
Data Scientist,Leading Client,Jaipur,6-11 Yrs,Not Disclosed,"data scientist, emerging technologies, algorithms, python, data pipelines, software design, power bi, visualization tools",2 days ago,N/A,N/A,Data Scientist,2026-07-10,https://www.naukri.com/job-listings-data-scientist-wenger-watson-business-systems-private-limited-jaipur-6-to-11-years-080726921052
Data Scientist,Leading Client,Kolkata,6-11 Yrs,Not Disclosed,"data scientist, algorithms, python, power bi, visualization tools, communication and interpersonal skills, machine learning, programming languages",1 day ago,N/A,N/A,Data Scientist,2026-07-10,https://www.naukri.com/job-listings-data-scientist-wenger-watson-business-systems-private-limited-kolkata-6-to-11-years-080726921369
Data Scientist,Leading Client,Lucknow,6-11 Yrs,Not Disclosed,"data scientist, emerging technologies, algorithms, python, data pipelines, software design, power bi, visualization tools",2 days ago,N/A,N/A,Data Scientist,2026-07-10,https://www.naukri.com/job-listings-data-scientist-wenger-watson-business-systems-private-limited-lucknow-6-to-11-years-080726921057
Data Scientist,Leading Client,Chandigarh,6-11 Yrs,Not Disclosed,"data scientist, emerging technologies, algorithms, python, data pipelines, software design, power bi, visualization tools",2 days ago,N/A,N/A,Data Scientist,2026-07-10,https://www.naukri.com/job-listings-data-scientist-wenger-watson-business-systems-private-limited-chandigarh-6-to-11-years-080726921051
Data Scientist,Leading Client,Ahmedabad,6-11 Yrs,Not Disclosed,"data scientist, emerging technologies, algorithms, python, data pipelines, software design, power bi, visualization tools",2 days ago,N/A,N/A,Data Scientist,2026-07-10,https://www.naukri.com/job-listings-data-scientist-wenger-watson-business-systems-private-limited-ahmedabad-6-to-11-years-080726921049
Data Scientist,Leading Client,Chennai,6-11 Yrs,Not Disclosed,"data scientist, emerging technologies, algorithms, python, data pipelines, software design, power bi, visualization tools",2 days ago,N/A,N/A,Data Scientist,2026-07-10,https://www.naukri.com/job-listings-data-scientist-wenger-watson-business-systems-private-limited-chennai-6-to-11-years-080726921046
Data Scientist,Leading Client,Kolkata,6-11 Yrs,Not Disclosed,"data scientist, emerging technologies, algorithms, python, data pipelines, software design, power bi, visualization tools",2 days ago,N/A,N/A,Data Scientist,2026-07-10,https://www.naukri.com/job-listings-data-scientist-wenger-watson-business-systems-private-limited-kolkata-6-to-11-years-080726921047
Data Scientist (NLP),Leading Client,Lucknow,4-9 Yrs,Not Disclosed,"data scientist, algorithms, python, data analysis, business systems, nltk, communication and interpersonal skills, programming languages",2 days ago,N/A,N/A,Data Scientist,2026-07-10,https://www.naukri.com/job-listings-data-scientist-nlp-wenger-watson-business-systems-private-limited-lucknow-4-to-9-years-080726919599
Data Scientist (NLP),Leading Client,Kochi,4-9 Yrs,Not Disclosed,"data scientist, algorithms, python, data analysis, business systems, nltk, communication and interpersonal skills, programming languages",2 days ago,N/A,N/A,Data Scientist,2026-07-10,https://www.naukri.com/job-listings-data-scientist-nlp-wenger-watson-business-systems-private-limited-kochi-4-to-9-years-080726919598
Data Scientist (NLP),Leading Client,Hyderabad,4-9 Yrs,Not Disclosed,"data scientist, algorithms, python, data analysis, business systems, nltk, communication and interpersonal skills, programming languages",2 days ago,N/A,N/A,Data Scientist,2026-07-10,https://www.naukri.com/job-listings-data-scientist-nlp-wenger-watson-business-systems-private-limited-hyderabad-4-to-9-years-080726919563
Data Scientist (NLP),Leading Client,Surat,4-9 Yrs,Not Disclosed,"data scientist, algorithms, python, data analysis, business systems, nltk, communication and interpersonal skills, programming languages",2 days ago,N/A,N/A,Data Scientist,2026-07-10,https://www.naukri.com/job-listings-data-scientist-nlp-wenger-watson-business-systems-private-limited-surat-4-to-9-years-080726919593
Data Scientist (NLP),Leading Client,Nagpur,4-9 Yrs,Not Disclosed,"data scientist, algorithms, python, data analysis, business systems, nltk, communication and interpersonal skills, programming languages",2 days ago,N/A,N/A,Data Scientist,2026-07-10,https://www.naukri.com/job-listings-data-scientist-nlp-wenger-watson-business-systems-private-limited-nagpur-4-to-9-years-080726919602
Data Scientist (NLP),Leading Client,Coimbatore,4-9 Yrs,Not Disclosed,"data scientist, algorithms, python, data analysis, business systems, nltk, communication and interpersonal skills, programming languages",2 days ago,N/A,N/A,Data Scientist,2026-07-10,https://www.naukri.com/job-listings-data-scientist-nlp-wenger-watson-business-systems-private-limited-coimbatore-4-to-9-years-080726919595
Data Scientist (NLP),Leading Client,Ahmedabad,4-9 Yrs,Not Disclosed,"data scientist, algorithms, python, data analysis, business systems, nltk, communication and interpersonal skills, programming languages",2 days ago,N/A,N/A,Data Scientist,2026-07-10,https://www.naukri.com/job-listings-data-scientist-nlp-wenger-watson-business-systems-private-limited-ahmedabad-4-to-9-years-080726919570
Data Scientist (NLP),Leading Client,Pune,4-9 Yrs,Not Disclosed,"data scientist, algorithms, python, data analysis, business systems, nltk, communication and interpersonal skills, programming languages",2 days ago,N/A,N/A,Data Scientist,2026-07-10,https://www.naukri.com/job-listings-data-scientist-nlp-wenger-watson-business-systems-private-limited-pune-4-to-9-years-080726919564
Data Scientist (NLP),Leading Client,Chandigarh,4-9 Yrs,Not Disclosed,"data scientist, algorithms, python, data analysis, business systems, nltk, communication and interpersonal skills, programming languages",2 days ago,N/A,N/A,Data Scientist,2026-07-10,https://www.naukri.com/job-listings-data-scientist-nlp-wenger-watson-business-systems-private-limited-chandigarh-4-to-9-years-080726919573
Data Scientist (NLP),Leading Client,Kolkata,4-9 Yrs,Not Disclosed,"data scientist, algorithms, python, data analysis, business systems, nltk, communication and interpersonal skills, programming languages",2 days ago,N/A,N/A,Data Scientist,2026-07-10,https://www.naukri.com/job-listings-data-scientist-nlp-wenger-watson-business-systems-private-limited-kolkata-4-to-9-years-080726919568
Data Scientist (NLP),Leading Client,Chennai,4-9 Yrs,Not Disclosed,"data scientist, algorithms, python, data analysis, business systems, nltk, communication and interpersonal skills, programming languages",2 days ago,N/A,N/A,Data Scientist,2026-07-10,https://www.naukri.com/job-listings-data-scientist-nlp-wenger-watson-business-systems-private-limited-chennai-4-to-9-years-080726919567
Data Scientist,Leading Client,Nagpur,2-4 Yrs,Not Disclosed,"data scientist, algorithms, python, sas, power bi, visualization tools, machine learning, programming languages",2 days ago,N/A,N/A,Data Scientist,2026-07-10,https://www.naukri.com/job-listings-data-scientist-wenger-watson-business-systems-private-limited-nagpur-2-to-4-years-080726917267
Data Scientist,Leading Client,Lucknow,2-4 Yrs,Not Disclosed,"data scientist, algorithms, python, sas, power bi, visualization tools, machine learning, programming languages",2 days ago,N/A,N/A,Data Scientist,2026-07-10,https://www.naukri.com/job-listings-data-scientist-wenger-watson-business-systems-private-limited-lucknow-2-to-4-years-080726917261
Data Scientist,Leading Client,Coimbatore,2-4 Yrs,Not Disclosed,"data scientist, algorithms, python, sas, power bi, visualization tools, machine learning, programming languages",2 days ago,N/A,N/A,Data Scientist,2026-07-10,https://www.naukri.com/job-listings-data-scientist-wenger-watson-business-systems-private-limited-coimbatore-2-to-4-years-080726917257
Data Scientist,Leading Client,Jaipur,2-4 Yrs,Not Disclosed,"data scientist, algorithms, python, sas, power bi, visualization tools, machine learning, programming languages",2 days ago,N/A,N/A,Data Scientist,2026-07-10,https://www.naukri.com/job-listings-data-scientist-wenger-watson-business-systems-private-limited-jaipur-2-to-4-years-080726917255
Data Scientist,Leading Client,Surat,2-4 Yrs,Not Disclosed,"data scientist, algorithms, python, sas, power bi, visualization tools, machine learning, programming languages",2 days ago,N/A,N/A,Data Scientist,2026-07-10,https://www.naukri.com/job-listings-data-scientist-wenger-watson-business-systems-private-limited-surat-2-to-4-years-080726917256
Data Scientist,Leading Client,Kochi,2-4 Yrs,Not Disclosed,"data scientist, algorithms, python, sas, power bi, visualization tools, machine learning, programming languages",2 days ago,N/A,N/A,Data Scientist,2026-07-10,https://www.naukri.com/job-listings-data-scientist-wenger-watson-business-systems-private-limited-kochi-2-to-4-years-080726917260
Data Scientist,Leading Client,Chandigarh,2-4 Yrs,Not Disclosed,"data scientist, algorithms, python, sas, power bi, visualization tools, machine learning, programming languages",2 days ago,N/A,N/A,Data Scientist,2026-07-10,https://www.naukri.com/job-listings-data-scientist-wenger-watson-business-systems-private-limited-chandigarh-2-to-4-years-080726917254
Data Scientist,Leading Client,Ahmedabad,2-4 Yrs,Not Disclosed,"data scientist, algorithms, python, sas, power bi, visualization tools, machine learning, programming languages",2 days ago,N/A,N/A,Data Scientist,2026-07-10,https://www.naukri.com/job-listings-data-scientist-wenger-watson-business-systems-private-limited-ahmedabad-2-to-4-years-080726917251
Data Scientist,Leading Client,Kolkata,2-4 Yrs,Not Disclosed,"data scientist, algorithms, python, sas, power bi, visualization tools, machine learning, programming languages",2 days ago,N/A,N/A,Data Scientist,2026-07-10,https://www.naukri.com/job-listings-data-scientist-wenger-watson-business-systems-private-limited-kolkata-2-to-4-years-080726917246
Data Scientist/Machine Learning Consultant,Infosys,Bengaluru,5-10 Yrs,Not Disclosed,"Machine Learning, Predictive Modeling, Logistic Regression, Artificial Intelligence, Natural Language Processing, Neural Networks, Statistics, Deep Learning",3 days ago,3.5,49885  Reviews,Data Scientist,2026-07-10,https://www.naukri.com/job-listings-data-scientist-machine-learning-consultant-infosys-limited-bengaluru-5-to-10-years-060726922918
Data Scientist,EY,"Bengaluru, Delhi / NCR, Mumbai (All Areas)",2-6 Yrs,Not Disclosed,"Agentic Ai, Langgraph, Retrieval Augmented Generation, LLM, Function Calling, Semantic Kernel, Langchain, AI Agents",2 days ago,3.4,15004  Reviews,Data Scientist,2026-07-10,https://www.naukri.com/job-listings-data-scientist-ey-bengaluru-delhi-ncr-mumbai-all-areas-2-to-6-years-070726030409
Data Scientist  Machine Learning & Generative AI Berribot,Tata Consultancy Services,"Hyderabad, Chennai, Bengaluru",5-10 Yrs,Not Disclosed,"generative ai, Machine Learning, Artificial Intelligence, Data, Machine",2 days ago,3.3,116794  Reviews,Data Scientist,2026-07-10,https://www.naukri.com/job-listings-data-scientist-machine-learning-generative-ai-berribot-tata-consultancy-services-hyderabad-chennai-bengaluru-5-to-10-years-070726020159
Data Scientist,Genpact,"Hybrid - Hyderabad, Bengaluru, Delhi / NCR",4-9 Yrs,8.5-18.5 Lacs PA,"langchain, LLM, Machine Learning, Artificial Intelligence, Intelligence, Machine, Data",6 days ago,3.6,43425  Reviews,Data Scientist,2026-07-10,https://www.naukri.com/job-listings-data-scientist-genpact-hyderabad-bengaluru-delhi-ncr-4-to-9-years-040726011406
Data Scientist,Fractal Analytics,"Pune, Chennai, Bengaluru",4-9 Yrs,12-20 Lacs PA,"Generative Ai, GenAi, Azure, Natural Language Processing, RAG, Retrieval-Augmented Generation, Machine Learning, AWS",2 days ago,4.0,1077  Reviews,Data Scientist,2026-07-10,https://www.naukri.com/job-listings-data-scientist-fractal-analytics-pune-chennai-bengaluru-4-to-9-years-070726018630
Data Scientist / Chennai / Bengaluru / Immediate joinner,Chola MS,"Chennai, Bengaluru",3-8 Yrs,25-30 Lacs PA,"Data scientist, Machine Learning, Python, Data, Machine",Just now,N/A,N/A,Data Scientist,2026-07-10,https://www.naukri.com/job-listings-data-scientist-chennai-bengaluru-immediate-joinner-mount-talent-consulting-chennai-bengaluru-3-to-8-years-100726011066
Data Scientist,Experis,Hybrid - Bengaluru,6-11 Yrs,30-40 Lacs PA,"Artificial Intelligence, Machine Learning, Python, DevOps, Github, Ci/Cd, Azzure, AWS",1 day ago,N/A,N/A,Data Scientist,2026-07-10,https://www.naukri.com/job-listings-data-scientist-experis-bengaluru-6-to-11-years-080726026966
