title,company,location,experience,salary,skills,date_posted,company_rating,company_reviews,role_searched,scraped_date,job_url
Business Analyst,banking,Hybrid - Ahmedabad,7-12 Yrs,Not Disclosed,"Business Analytics, Cyber Security, Business Modeling, Bau Support, Data Analysis, Process Management, Data Visualization, Quality Assurance",2 weeks ago,N/A,N/A,Business Analyst,2026-07-10,https://www.naukri.com/job-listings-business-analyst-purview-services-ahmedabad-7-to-12-years-250626929972
Business Analyst,banking,Hybrid - Chennai,7-12 Yrs,Not Disclosed,"Business Analytics, Cyber Security, Business Modeling, Bau Support, Data Analysis, Process Management, Data Visualization, Quality Assurance",2 weeks ago,N/A,N/A,Business Analyst,2026-07-10,https://www.naukri.com/job-listings-business-analyst-purview-services-chennai-7-to-12-years-250626929969
Business Analyst,banking,Hybrid - Mumbai,7-12 Yrs,Not Disclosed,"Business Analytics, Cyber Security, Business Modeling, Bau Support, Data Analysis, Process Management, Data Visualization, Quality Assurance",2 weeks ago,N/A,N/A,Business Analyst,2026-07-10,https://www.naukri.com/job-listings-business-analyst-purview-services-mumbai-7-to-12-years-250626929965
Business Analyst,banking,Hybrid - Kolkata,7-12 Yrs,Not Disclosed,"Business Analytics, Cyber Security, Business Modeling, Bau Support, Data Analysis, Process Management, Data Visualization, Quality Assurance",2 weeks ago,N/A,N/A,Business Analyst,2026-07-10,https://www.naukri.com/job-listings-business-analyst-purview-services-kolkata-7-to-12-years-250626929971
Business Analyst: Property & CasualtyInsurance (5-8 Years Experience),Alpha Torana,Remote,5-8 Yrs,8-18 Lacs PA,"Communication Skills, Agile Tools, Insurance Domain, Property and Casualty Insurance, Insurance Analytics, Critical Thinking, Innovation & AI acumen, Techno Functional",Few hours ago,N/A,N/A,Business Analyst,2026-07-10,https://www.naukri.com/job-listings-business-analyst-property-casualtyinsurance-5-8-years-experience-alpha-torana-hyderabad-5-to-8-years-100726009662
Business Analyst with Finops,Tatwa Technologies,"Noida, Kolkata, Hyderabad",8-12 Yrs,15-25 Lacs PA,"BPMN, Business Analyst, MS Visio, Signavio, Business Analysis, Process Documentation, Finance, D365 F&O / FinOps",Few hours ago,3.4,310  Reviews,Business Analyst,2026-07-10,https://www.naukri.com/job-listings-business-analyst-with-finops-tatwa-technologies-noida-kolkata-hyderabad-8-to-12-years-090726016564
Business Analyst,Evoke HR solutions private limited,"Kochi, Chennai, Thiruvananthapuram",7-12 Yrs,14-24 Lacs PA,"Business Analytics, annuity, 401K, business, Artificial Intelligence, US Healthcare, Machine Learning, Analytics",1 week ago,N/A,N/A,Business Analyst,2026-07-10,https://www.naukri.com/job-listings-business-analyst-evoke-hr-kochi-chennai-thiruvananthapuram-7-to-12-years-010726029017
Business Analyst,Drucare,Hyderabad,3-5 Yrs,Not Disclosed,"adobe xd, ux, software design, prototyping, var, wireframing, business analysis, photoshop",1 day ago,3.4,36  Reviews,Business Analyst,2026-07-10,https://www.naukri.com/job-listings-business-analyst-drucare-pvt-ltd-hyderabad-3-to-5-years-090726506895
Business Analyst,Leading Client,Coimbatore,9-14 Yrs,Not Disclosed,"business analyst, operations, business processes, business analysis, communication and interpersonal skills, business operations, Business Requirements, Business process",1 day ago,N/A,N/A,Business Analyst,2026-07-10,https://www.naukri.com/job-listings-business-analyst-wenger-watson-business-systems-private-limited-coimbatore-9-to-14-years-080726922999
Business Analyst - FinTech,Antier Solutions,Mohali,3-5 Yrs,Not Disclosed,"gap analysis, business analysis, user stories, user acceptance testing, agile, risk management, project management, project documentation",3 days ago,2.6,112  Reviews,Business Analyst,2026-07-10,https://www.naukri.com/job-listings-business-analyst-fintech-antier-solutions-private-limited-mohali-3-to-5-years-070726901374
Business Analyst,Leading Client,Nagpur,9-14 Yrs,Not Disclosed,"business analyst, operations, business processes, business analysis, communication and interpersonal skills, business operations, Analysis, Interpersonal",1 day ago,N/A,N/A,Business Analyst,2026-07-10,https://www.naukri.com/job-listings-business-analyst-wenger-watson-business-systems-private-limited-nagpur-9-to-14-years-080726923003
Business Analyst,Leading Client,Kochi,9-14 Yrs,Not Disclosed,"business analyst, operations, business processes, business analysis, communication and interpersonal skills, business operations, Interpersonal Skill, Business Requirements",1 day ago,N/A,N/A,Business Analyst,2026-07-10,https://www.naukri.com/job-listings-business-analyst-wenger-watson-business-systems-private-limited-kochi-9-to-14-years-080726923000
Business Analyst,Leading Client,Jaipur,9-14 Yrs,Not Disclosed,"business analyst, operations, business processes, business analysis, communication and interpersonal skills, business operations, Interpersonal Skill, Business Requirements",1 day ago,N/A,N/A,Business Analyst,2026-07-10,https://www.naukri.com/job-listings-business-analyst-wenger-watson-business-systems-private-limited-jaipur-9-to-14-years-080726922996
Business Analyst,Leading Client,Ahmedabad,9-14 Yrs,Not Disclosed,"business analyst, operations, business processes, business analysis, communication and interpersonal skills, business operations, Analysis, Interpersonal",1 day ago,N/A,N/A,Business Analyst,2026-07-10,https://www.naukri.com/job-listings-business-analyst-wenger-watson-business-systems-private-limited-ahmedabad-9-to-14-years-080726922991
Urgent opening For Business Analyst,Eon Networks,Gurugram,6-11 Yrs,8-15 Lacs PA,"Business Analyst, Brd, Flow Diagrams, Use Cases, Requirement Gathering, FSD, FRD, Requirements",1 day ago,3.6,26  Reviews,Business Analyst,2026-07-10,https://www.naukri.com/job-listings-urgent-opening-for-business-analyst-eon-networks-gurugram-6-to-11-years-090726025465
Business Analyst,Leading Client,Lucknow,9-14 Yrs,Not Disclosed,"business analyst, operations, business processes, business analysis, communication and interpersonal skills, business operations, Analysis, Interpersonal",1 day ago,N/A,N/A,Business Analyst,2026-07-10,https://www.naukri.com/job-listings-business-analyst-wenger-watson-business-systems-private-limited-lucknow-9-to-14-years-080726923001
Business Analyst,Leading Client,Surat,9-14 Yrs,Not Disclosed,"business analyst, operations, business processes, business analysis, communication and interpersonal skills, business operations, Business Requirements, Business process",1 day ago,N/A,N/A,Business Analyst,2026-07-10,https://www.naukri.com/job-listings-business-analyst-wenger-watson-business-systems-private-limited-surat-9-to-14-years-080726922998
Business Analyst,Leading Client,Chandigarh,9-14 Yrs,Not Disclosed,"business analyst, operations, business processes, business analysis, communication and interpersonal skills, business operations, Business Requirements, Business process",1 day ago,N/A,N/A,Business Analyst,2026-07-10,https://www.naukri.com/job-listings-business-analyst-wenger-watson-business-systems-private-limited-chandigarh-9-to-14-years-080726922995
Business Analyst,Leading Client,Kolkata,9-14 Yrs,Not Disclosed,"business analyst, operations, business processes, business analysis, communication and interpersonal skills, business operations, Analysis, Interpersonal",1 day ago,N/A,N/A,Business Analyst,2026-07-10,https://www.naukri.com/job-listings-business-analyst-wenger-watson-business-systems-private-limited-kolkata-9-to-14-years-080726922990
Business Analyst,Leading Client,Chennai,9-14 Yrs,Not Disclosed,"business analyst, operations, business processes, business analysis, communication and interpersonal skills, business operations, Analysis, Interpersonal",1 day ago,N/A,N/A,Business Analyst,2026-07-10,https://www.naukri.com/job-listings-business-analyst-wenger-watson-business-systems-private-limited-chennai-9-to-14-years-080726922989
Business Analytics Analyst,Evernorth,Bengaluru,3-8 Yrs,Not Disclosed,"Economics, Automation, Excel, Process improvement, Business analytics, Analytical, Healthcare, Actuarial",3 days ago,3.0,45  Reviews,Business Analyst,2026-07-10,https://www.naukri.com/job-listings-business-analytics-analyst-cigna-medical-group-bengaluru-3-to-8-years-060726502023
Business Analyst,IntouchCX,Hyderabad,2-4 Yrs,Not Disclosed,"Google Sheets, Advanced Excel, Pivot Table, Power BI, VLOOKUP, Dashboards, HLOOKUP, MIS Reporting",1 day ago,2.7,2643  Reviews,Business Analyst,2026-07-10,https://www.naukri.com/job-listings-business-analyst-intouchcx-hyderabad-2-to-4-years-080726036913
Business Analyst,Iris Regtech Solutions,Mumbai,5-8 Yrs,Not Disclosed,"providing, analytical, business requirements, documentation, interpersonal skills, business analysis, problem solving, user stories",1 day ago,3.4,142  Reviews,Business Analyst,2026-07-10,https://www.naukri.com/job-listings-business-analyst-iris-regtech-solutions-limited-mumbai-5-to-8-years-090726504085
Business Analyst,Iris Worldwide,"Mumbai, Navi Mumbai",5-8 Yrs,Not Disclosed,"project management, business requirements, gap analysis, documentation, business analysis, uat, power bi, process improvement",1 day ago,3.3,16  Reviews,Business Analyst,2026-07-10,https://www.naukri.com/job-listings-business-analyst-iris-business-services-mumbai-navi-mumbai-5-to-8-years-080726500890
Business Analyst,Chiacon Consulting,Gurugram,2-4 Yrs,Not Disclosed,"senior management, data analysis, analytical, business requirements, consulting, strong analytical skills, interpersonal skills, business analysis",1 day ago,3.5,38  Reviews,Business Analyst,2026-07-10,https://www.naukri.com/job-listings-business-analyst-chiacon-consulting-gurugram-2-to-4-years-090726504293
Opening For Business Analyst- OTC Derivatives,Kiya.ai,"Hybrid - Mumbai Suburban, Thane, Mumbai (All Areas)",5-8 Yrs,Not Disclosed,"Business Analyst, Trade Life Cycle, SQL, BRD, OTC Derivatives, FRD, Equity Derivatives, Business Analysis",3 days ago,4.0,655  Reviews,Business Analyst,2026-07-10,https://www.naukri.com/job-listings-opening-for-business-analyst-otc-derivatives-kiya-ai-mumbai-suburban-thane-mumbai-all-areas-5-to-8-years-070726005609
AI Business Analyst,Fulcrum Worldwide Software,Remote,5-10 Yrs,Not Disclosed,"Artificial Intelligence, Agile, Business analyst, Brd, Requirement Gathering, FRD, Requirements, Business analysis",1 day ago,4.3,145  Reviews,Business Analyst,2026-07-10,https://www.naukri.com/job-listings-ai-business-analyst-fulcrum-worldwide-software-pune-5-to-10-years-090726029997
Power Apps Business Analyst,Intech Systems,Ahmedabad,3-5 Yrs,Not Disclosed,"Stakeholder Management, Microsoft Power Automate, Process Mapping, Requirement Gathering, Jira, Powerapps, Sql, Design",2 days ago,3.7,94  Reviews,Business Analyst,2026-07-10,https://www.naukri.com/job-listings-power-apps-business-analyst-intech-systems-private-limited-ahmedabad-3-to-5-years-070726912331
Business Analyst,Barclays,Pune,0-5 Yrs,Not Disclosed,"Change management, Senior Analyst, Business analysis, Workflow, MS Office, Risk management, Continuous improvement, Macros",1 week ago,3.8,1168  Reviews,Business Analyst,2026-07-10,https://www.naukri.com/job-listings-business-analyst-barclays-shared-services-pune-0-to-5-years-290626503322
Business Analyst at A FinTech Company,Talentzo Delhi,Remote,0-5 Yrs,14-20 Lacs PA,"SQL, Business Analysis, Python, Analysis, Company, Fintech",1 week ago,N/A,N/A,Business Analyst,2026-07-10,https://www.naukri.com/job-listings-business-analyst-at-a-fintech-company-talentzo-delhi-bengaluru-0-to-5-years-010726031363
Business Analyst- EMR/ EHR || Remote Opportunity,Financial Services,Remote,4-9 Yrs,18-20 Lacs PA,"Business Analyst, Cerner, HL7, Prd, Epic, Clinical Workflows, HIPAA, Fhir",1 day ago,N/A,N/A,Business Analyst,2026-07-10,https://www.naukri.com/job-listings-business-analyst-emr-ehr-remote-opportunity-v3-staffing-pune-4-to-9-years-090726006998
Business Analyst role.,Anlage Infotech,Ghaziabad(Kaushambi),2-3 Yrs,2-6 Lacs PA,"Brd, Requirement Gathering, Business Analysis, Power BI, Use Cases, User Stories, FRD, SQL",Just now,N/A,N/A,Business Analyst,2026-07-10,https://www.naukri.com/job-listings-business-analyst-role-anlage-infotech-ghaziabad-2-to-3-years-100726013677
Business Analyst,Redbus,Bengaluru,2-4 Yrs,Not Disclosed,"Advanced Excel, SQL, Business Insights, Python, Cross Functional Coordination, Power BI, Reporting, Strategic Planning",1 day ago,4.1,371  Reviews,Business Analyst,2026-07-10,https://www.naukri.com/job-listings-business-analyst-redbus-bengaluru-2-to-4-years-200326017215
Business Analyst,Incanus Technologies,"Hybrid - Pune, Bengaluru, Delhi / NCR",0-1 Yrs,Not Disclosed,"Ex, SQL, Python, Power Bi, Business analysis, Bi",2 weeks ago,3.2,11  Reviews,Business Analyst,2026-07-10,https://www.naukri.com/job-listings-business-analyst-incanus-technologies-pune-bengaluru-delhi-ncr-0-to-1-years-250626043283
Business Analyst,Leading Client,Pune,9-14 Yrs,Not Disclosed,"business analyst, operations, business processes, business analysis, communication and interpersonal skills, business operations, Interpersonal Skill, Business Requirements",1 day ago,N/A,N/A,Business Analyst,2026-07-10,https://www.naukri.com/job-listings-business-analyst-wenger-watson-business-systems-private-limited-pune-9-to-14-years-080726922988
Business Analyst,Leading Client,Hyderabad,9-14 Yrs,Not Disclosed,"business analyst, operations, business processes, business analysis, communication and interpersonal skills, business operations, Analysis, Interpersonal",1 day ago,N/A,N/A,Business Analyst,2026-07-10,https://www.naukri.com/job-listings-business-analyst-wenger-watson-business-systems-private-limited-hyderabad-9-to-14-years-080726922986
Job Opportunity || Business Analyst (CA-Semi Qualified),Polyplex,Noida,2-5 Yrs,Not Disclosed,"Accounts Receivable, FPNA, CA - Inter, Costing and Budgeting, Accounts Payable, Accounting, Transaction Processing, Finance",5 days ago,4.0,284  Reviews,Business Analyst,2026-07-10,https://www.naukri.com/job-listings-opportunity-business-analyst-ca-semi-qualified-polyplex-noida-2-to-5-years-280322006920
Business Analyst,CGI,Hybrid - Hyderabad,4-7 Yrs,Not Disclosed,"Brd, FSD, Agile, JIRA, Business Analysis, Analysis",6 days ago,4.0,5557  Reviews,Business Analyst,2026-07-10,https://www.naukri.com/job-listings-business-analyst-cgi-hyderabad-4-to-7-years-030726028923
Business Analyst,Barclays,Hybrid - Chennai,7-10 Yrs,Not Disclosed,"Post production, Banking sector, Payment Gateways, Problem statement, Business Analysis, Payments, Gateways, Analysis",3 days ago,3.8,1168  Reviews,Business Analyst,2026-07-10,https://www.naukri.com/job-listings-business-analyst-barclays-chennai-7-to-10-years-060726016546
Business Analyst,Business Analyst- In IT Logistic Company.,Gurugram,3-7 Yrs,5-10 Lacs PA,"business Analyst, Waterfall, Wireframing, Srs, FRD, Java, API Integration, Power BI",1 day ago,N/A,N/A,Business Analyst,2026-07-10,https://www.naukri.com/job-listings-business-analyst-avani-consulting-gurugram-3-to-7-years-090726027211
Business Analyst,Perkinelmer,Hyderabad,2-4 Yrs,Not Disclosed,"Data management, Analytical, Healthcare, microsoft, Forecasting, Operations, CRM, Business operations",2 days ago,4.2,152  Reviews,Business Analyst,2026-07-10,https://www.naukri.com/job-listings-business-analyst-perkinelmer-india-pvt-ltd-hyderabad-2-to-4-years-070726502513
Business Analyst,Rentokil PCI,Mumbai,2-7 Yrs,Not Disclosed,"Basic, Usage, Business Analyst, Analytical, UAT, Customer service, Stakeholder management, User acceptance testing",6 days ago,3.5,732  Reviews,Business Analyst,2026-07-10,https://www.naukri.com/job-listings-business-analyst-rentokil-initial-mumbai-2-to-7-years-030726503285
Profile Business Analyst,Cognizant,Chennai,10-13 Yrs,Not Disclosed,"Commercial Banking, Lending, Configuration, Banking Operations, Core Banking, Documentation, User Stories, Workflow",4 days ago,3.7,62670  Reviews,Business Analyst,2026-07-10,https://www.naukri.com/job-listings-profile-business-analyst-cognizant-chennai-10-to-13-years-060726003319
Regulatory and Clinical Business Analyst,Infosys,Hyderabad,3-8 Yrs,Not Disclosed,"clinical, project management, configuration, regulatory, csv, business analysis, regulatory compliance, problem solving",6 days ago,3.5,49884  Reviews,Business Analyst,2026-07-10,https://www.naukri.com/job-listings-regulatory-and-clinical-business-analyst-infosys-limited-hyderabad-3-to-8-years-030726929649
LEAD BUSINESS ANALYST - Business Analysis,Happiest Minds Technologies,Bengaluru,8-11 Yrs,Not Disclosed,"Claims, Business Analyst, JLPT, Business analysis, Agile, Visio, data visualization, JIRA",3 days ago,3.4,1486  Reviews,Business Analyst,2026-07-10,https://www.naukri.com/job-listings-lead-business-analyst-business-analysis-happiest-minds-technologies-pvt-ltd-bengaluru-8-to-11-years-060726503870
Business Analyst Anaplan,Experis,Gurugram,5-10 Yrs,Not Disclosed,"Connected Planning, ALM, FP&A, Anaplan, Data Hub, Enterprise Planning, Process Automation, Model Building",2 days ago,N/A,N/A,Business Analyst,2026-07-10,https://www.naukri.com/job-listings-business-analyst-anaplan-experis-gurugram-5-to-10-years-080726019586
CLOUD AMAZE - Business Analyst,Hexaware Technologies,"Hybrid - Noida, Hyderabad, Chennai",8-12 Yrs,Not Disclosed,"Agile, Scrum, Business Analysis, Power BI, ETL Process, Tableau, SQL, Data Warehousing Concepts",5 days ago,3.4,7898  Reviews,Business Analyst,2026-07-10,https://www.naukri.com/job-listings-cloud-amaze-business-analyst-hexaware-technologies-noida-hyderabad-chennai-8-to-12-years-040726016554
Business Analyst,Careernet,"Noida, Pune, Mumbai (All Areas)",8-13 Yrs,Not Disclosed,"Payment, Business Analyst, Swift, Payment Processing, Bill payments and recharge, Debit Card Operations, Payments, Cards",6 days ago,N/A,N/A,Business Analyst,2026-07-10,https://www.naukri.com/job-listings-business-analyst-careernet-noida-pune-mumbai-all-areas-8-to-13-years-040726010204
Business Analyst,Broadridge,Bengaluru,10-15 Yrs,Not Disclosed,"Usage, Corporate actions, Business Analyst, Compliance, Fixed income, Artificial Intelligence, Manager Technology, Product strategy",2 weeks ago,3.8,1603  Reviews,Business Analyst,2026-07-10,https://www.naukri.com/job-listings-business-analyst-broadridge-financial-solutions-india-pvt-ltd-bengaluru-10-to-15-years-250626503482
Business Analyst,Accenture,Gurugram,5-10 Yrs,Not Disclosed,"Business Analyst, Design, Project Management, Process Mapping, Business Processes, Business Models, Business Operations, Research",1 week ago,3.7,75214  Reviews,Business Analyst,2026-07-10,https://www.naukri.com/job-listings-business-analyst-accenture-solutions-pvt-ltd-gurugram-5-to-10-years-300626911766
Business Analyst,Accenture,Bengaluru,3-8 Yrs,Not Disclosed,"business analyst, process mapping, design, business processes, analytical skills, research, communication skills, Analytical",1 week ago,3.7,75214  Reviews,Business Analyst,2026-07-10,https://www.naukri.com/job-listings-business-analyst-accenture-solutions-pvt-ltd-bengaluru-3-to-8-years-290626922621
FP&A Business Analyst,Capco,"Hybrid - Pune, Chennai, Bengaluru",7-12 Yrs,20-25 Lacs PA,"Financial Analysis, Financial Planning, Business Analysis, FP&A, BFSI, Analysis, Planning, Finance",1 week ago,3.8,706  Reviews,Business Analyst,2026-07-10,https://www.naukri.com/job-listings-fp-a-business-analyst-capco-pune-chennai-bengaluru-7-to-12-years-300626038084
Business Analyst,Accenture,Bengaluru,7-12 Yrs,Not Disclosed,"analytical, providing, business requirements, workflow, strong analytical skills, business analysis, specifications, research",1 week ago,3.7,75214  Reviews,Business Analyst,2026-07-10,https://www.naukri.com/job-listings-business-analyst-accenture-solutions-pvt-ltd-bengaluru-7-to-12-years-300626917697
Business Analyst,Accenture,Bengaluru,1-4 Yrs,Not Disclosed,"confluence, pharmacovigilance, business requirement analysis, requirement analysis, jira, fda, project management, test management",1 week ago,3.7,75214  Reviews,Business Analyst,2026-07-10,https://www.naukri.com/job-listings-business-analyst-accenture-solutions-pvt-ltd-bengaluru-1-to-4-years-300626927188
Business Analyst,Accenture,Bengaluru,2-5 Yrs,Not Disclosed,"communication skills, insurance, providing, analytical, business requirements, strong analytical skills, business solutions, business analysis",1 week ago,3.7,75214  Reviews,Business Analyst,2026-07-10,https://www.naukri.com/job-listings-business-analyst-accenture-solutions-pvt-ltd-bengaluru-2-to-5-years-260626924345
Business Analyst,Accenture,Bengaluru,3-8 Yrs,Not Disclosed,"communication skills, insurance, providing, analytical, business requirements, strong analytical skills, business solutions, business analysis",1 week ago,3.7,75214  Reviews,Business Analyst,2026-07-10,https://www.naukri.com/job-listings-business-analyst-accenture-solutions-pvt-ltd-bengaluru-3-to-8-years-260626925201
Business Analyst,Accenture,Pune,3-8 Yrs,Not Disclosed,"Business Analyst, Design, Project Management, Process Mapping, Analytical Skills, Business Processes, Research, Fa",1 week ago,3.7,75214  Reviews,Business Analyst,2026-07-10,https://www.naukri.com/job-listings-business-analyst-accenture-solutions-pvt-ltd-pune-3-to-8-years-300626909059
Business Analyst,Accenture,Bengaluru,5-10 Yrs,Not Disclosed,"business analyst, business process modeling, medical, ai, business processes, business analysis, research, clinical data",1 week ago,3.7,75214  Reviews,Business Analyst,2026-07-10,https://www.naukri.com/job-listings-business-analyst-accenture-solutions-pvt-ltd-bengaluru-5-to-10-years-300626903746
Business Analyst,Accenture,Bengaluru,5-10 Yrs,Not Disclosed,"analytical, insurance, business process modeling, providing, modeling, business requirements, strong analytical skills, business solutions",1 week ago,3.7,75214  Reviews,Business Analyst,2026-07-10,https://www.naukri.com/job-listings-business-analyst-accenture-solutions-pvt-ltd-bengaluru-5-to-10-years-260626925135
Business Analyst,Accenture,Bengaluru,5-10 Yrs,Not Disclosed,"analytical, insurance, providing, business requirements, documentation, strong analytical skills, business solutions, business analysis",1 week ago,3.7,75214  Reviews,Business Analyst,2026-07-10,https://www.naukri.com/job-listings-business-analyst-accenture-solutions-pvt-ltd-bengaluru-5-to-10-years-260626924497
Business Analyst,Accenture,Bengaluru,5-10 Yrs,Not Disclosed,"global payplus, providing, gpp, strong analytical skills, business analysis, analysis, monitoring, research",1 week ago,3.7,75214  Reviews,Business Analyst,2026-07-10,https://www.naukri.com/job-listings-business-analyst-accenture-solutions-pvt-ltd-bengaluru-5-to-10-years-300626917205
Business Analyst,HCLTech,"Noida, Chennai, Bengaluru",5-10 Yrs,Not Disclosed,"Investment Banking, Power BI, Business Analysis, Python, Investment, Bi, Analysis",1 week ago,3.4,47016  Reviews,Business Analyst,2026-07-10,https://www.naukri.com/job-listings-business-analyst-hcltech-noida-chennai-bengaluru-5-to-10-years-020726004022
Business Analyst,Accenture,Bengaluru,7-12 Yrs,Not Disclosed,"communication skills, insurance, providing, analytical, workflow, documentation, strong analytical skills, business analysis",1 week ago,3.7,75214  Reviews,Business Analyst,2026-07-10,https://www.naukri.com/job-listings-business-analyst-accenture-solutions-pvt-ltd-bengaluru-7-to-12-years-260626925522
Business Analyst,Accenture,Bengaluru,7-12 Yrs,Not Disclosed,"business analyst, business process modeling, data pipelines, ai, business processes, aws sagemaker, knowledge management, analytical skills",1 week ago,3.7,75214  Reviews,Business Analyst,2026-07-10,https://www.naukri.com/job-listings-business-analyst-accenture-solutions-pvt-ltd-bengaluru-7-to-12-years-300626903302
LEAD BUSINESS ANALYST - Business Analysis,Happiest Minds Technologies,Bengaluru,8-11 Yrs,Not Disclosed,"Regression Testing, Java, Claims Management, Claims, JLPT, Agile Principles, Software Testing, Manual Testing",1 week ago,3.4,1486  Reviews,Business Analyst,2026-07-10,https://www.naukri.com/job-listings-lead-business-analyst-business-analysis-happiest-minds-technologies-bengaluru-8-to-11-years-030726016119
Guidewire Business Analyst,PwC Service Delivery Center,"Hyderabad, Chennai, Bengaluru",4-9 Yrs,Not Disclosed,"Business Analyst, Policy Center, Billing Ceneter, Guidewire, Claimcenter, Business analysis, Claims processing, Billing",1 week ago,3.3,13081  Reviews,Business Analyst,2026-07-10,https://www.naukri.com/job-listings-guidewire-business-analyst-pwc-service-delivery-center-hyderabad-chennai-bengaluru-4-to-9-years-300626020852
Guidewire Business Analyst,PwC Service Delivery Center,"Hybrid - Kolkata, Hyderabad, Bengaluru",5-10 Yrs,Not Disclosed,"Policy Center, Requirement Gathering, Guidewire, Billing Center, Claim Center, Guidewire Policy Center, Requirement Analysis, Claims",1 week ago,3.3,13081  Reviews,Business Analyst,2026-07-10,https://www.naukri.com/job-listings-guidewire-business-analyst-pwc-service-delivery-center-kolkata-hyderabad-bengaluru-5-to-10-years-300626021466
Business Analyst- Reconciliation,Capco,"Mumbai, Bengaluru",7-10 Yrs,Not Disclosed,"Reconciliation, Project Management, Business Analysis, Project, Management, Analysis",1 week ago,3.8,706  Reviews,Business Analyst,2026-07-10,https://www.naukri.com/job-listings-business-analyst-reconciliation-capco-mumbai-bengaluru-7-to-10-years-290626013981
Trained Business Analyst,DDI India,"Hyderabad, Madhapur",0-5 Yrs,Not Disclosed,"FRS, RTM, PRD, Time management, URS, workload management, FR, Time Managements",Few hours ago,3.9,13  Reviews,Business Analyst,2026-07-10,https://www.naukri.com/job-listings-trained-business-analyst-ddi-llc-hyderabad-madhapur-0-to-5-years-100726908926
Business Analyst,Mind Waveai Solutions,Hybrid - Hyderabad(Madhapur),0-1 Yrs,Not Disclosed,"Business Analytics, Business Analysis, Requirement Gathering, Product Roadmap, Agile, JIRA, Roadmap, Analytics",3 weeks ago,3.3,30  Reviews,Business Analyst,2026-07-10,https://www.naukri.com/job-listings-business-analyst-mind-waveai-solutions-hyderabad-0-to-1-years-170626028641
Business Analyst,Accenture,Bengaluru,3-8 Yrs,Not Disclosed,"business analyst, business models, process mapping, project management, design, business processes, analytical skills, research",1 week ago,3.7,75214  Reviews,Business Analyst,2026-07-10,https://www.naukri.com/job-listings-business-analyst-accenture-solutions-pvt-ltd-bengaluru-3-to-8-years-010726926948
Analyst - Business Analytics,Sanofi,Hyderabad,2-6 Yrs,Not Disclosed,"Communication Skills, Power Bi, Probability, Tableau, Powerpoint, Statistics, Supply Chain, Analytics",3 days ago,4.0,1621  Reviews,Business Analyst,2026-07-10,https://www.naukri.com/job-listings-analyst-business-analytics-sanofi-healthcare-india-private-limited-hyderabad-2-to-6-years-060726923120
Business Analyst,Filo Edtech,Gurugram,0-1 Yrs,Not Disclosed,"project management, business requirements, documentation, presentation skills, business analysis, problem solving, process improvement, claims adjudication",1 week ago,3.4,171  Reviews,Business Analyst,2026-07-10,https://www.naukri.com/job-listings-business-analyst-filo-technologies-gurugram-0-to-1-years-290626504826
Business Analyst (Scrum Master),Infosys,Bengaluru,3-5 Yrs,Not Disclosed,"Business Analyst, Digital Experience, Backlog Refinement, Use Cases, Scrum Master, User Stories, Agile, Ai",1 week ago,3.5,49884  Reviews,Business Analyst,2026-07-10,https://www.naukri.com/job-listings-business-analyst-scrum-master-infosys-limited-bengaluru-3-to-5-years-010726928546
Business Analyst,Leading Client,"Noida, Gurugram, Bengaluru",1-4 Yrs,Not Disclosed,"Requirement Gathering, Business Analysis, Documentation, Agile, JIRA, SQL, Stakeholder Management, Requirements",3 days ago,N/A,N/A,Business Analyst,2026-07-10,https://www.naukri.com/job-listings-business-analyst-talent-corner-hr-services-pvt-ltd-noida-gurugram-bengaluru-1-to-4-years-060726917521
Business Analyst,Leading Client,"Noida, Gurugram, Bengaluru",2-6 Yrs,Not Disclosed,"Requirement Gathering, Documentation, Agile, JIRA, SQL, Stakeholder Management, Management, Requirements",3 days ago,N/A,N/A,Business Analyst,2026-07-10,https://www.naukri.com/job-listings-business-analyst-talent-corner-hr-services-pvt-ltd-noida-gurugram-bengaluru-2-to-6-years-060726917469
Business Analyst,Accenture,Bengaluru,1-4 Yrs,Not Disclosed,"confluence, pharmacovigilance, business requirement analysis, requirement analysis, jira, fda, project management, test management",1 week ago,3.7,75214  Reviews,Business Analyst,2026-07-10,https://www.naukri.com/job-listings-business-analyst-accenture-solutions-pvt-ltd-bengaluru-1-to-4-years-010726928169
Business Analyst,Accenture,Bengaluru,1-4 Yrs,Not Disclosed,"confluence, pharmacovigilance, business requirement analysis, requirement analysis, jira, fda, project management, test management",1 week ago,3.7,75214  Reviews,Business Analyst,2026-07-10,https://www.naukri.com/job-listings-business-analyst-accenture-solutions-pvt-ltd-bengaluru-1-to-4-years-010726927622
Business Analyst,Leading Client,"Noida, Gurugram, Bengaluru",3-6 Yrs,Not Disclosed,"Requirement Gathering, Business Analysis, Documentation, Agile, JIRA, SQL, Stakeholder Management, Requirements",3 days ago,N/A,N/A,Business Analyst,2026-07-10,https://www.naukri.com/job-listings-business-analyst-talent-corner-hr-services-pvt-ltd-noida-gurugram-bengaluru-3-to-6-years-060726917607
Business Analyst,Epicor,Bengaluru,3-8 Yrs,Not Disclosed,"Supply chain, Product management, Career development, ERP, Automation, Usage, Business Analyst, Analytical",2 days ago,2.9,240  Reviews,Business Analyst,2026-07-10,https://www.naukri.com/job-listings-business-analyst-epicor-bengaluru-3-to-8-years-070726500676
